takeoff, drone1
goto, drone1, wp1
wait
takeoff, drone0
goto, drone0, wp0
land, drone0
goto, bot0, wp0
goto, drone1, wp2
goto, drone1, wp3
land, drone1
wait
goto, bot0, depo
takeoff, drone0
goto, drone0, wp1
land, drone0
takeoff, drone0
goto, drone0, depo
wait
takeoff, drone1
goto, drone1, wp0
land, drone1
land, drone0
